areaCode,areaName,areaType,date,newAdmissions
N92000002,Northern Ireland,nation,2020-05-15,11
N92000002,Northern Ireland,nation,2020-05-14,13
N92000002,Northern Ireland,nation,2020-05-13,16
N92000002,Northern Ireland,nation,2020-05-12,10
N92000002,Northern Ireland,nation,2020-05-11,22
N92000002,Northern Ireland,nation,2020-05-10,18
N92000002,Northern Ireland,nation,2020-05-09,19
N92000002,Northern Ireland,nation,2020-05-08,7
N92000002,Northern Ireland,nation,2020-05-07,12
N92000002,Northern Ireland,nation,2020-05-06,17
N92000002,Northern Ireland,nation,2020-05-05,11
N92000002,Northern Ireland,nation,2020-05-04,13
N92000002,Northern Ireland,nation,2020-05-03,10
N92000002,Northern Ireland,nation,2020-05-02,12
N92000002,Northern Ireland,nation,2020-05-01,19
N92000002,Northern Ireland,nation,2020-04-30,27
N92000002,Northern Ireland,nation,2020-04-29,17
N92000002,Northern Ireland,nation,2020-04-28,11
N92000002,Northern Ireland,nation,2020-04-27,23
N92000002,Northern Ireland,nation,2020-04-26,11
N92000002,Northern Ireland,nation,2020-04-25,19
N92000002,Northern Ireland,nation,2020-04-24,22
N92000002,Northern Ireland,nation,2020-04-23,23
N92000002,Northern Ireland,nation,2020-04-22,27
N92000002,Northern Ireland,nation,2020-04-21,31
N92000002,Northern Ireland,nation,2020-04-20,33
N92000002,Northern Ireland,nation,2020-04-19,22
N92000002,Northern Ireland,nation,2020-04-18,15
N92000002,Northern Ireland,nation,2020-04-17,32
N92000002,Northern Ireland,nation,2020-04-16,33
N92000002,Northern Ireland,nation,2020-04-15,23
N92000002,Northern Ireland,nation,2020-04-14,22
N92000002,Northern Ireland,nation,2020-04-13,17
N92000002,Northern Ireland,nation,2020-04-12,22
N92000002,Northern Ireland,nation,2020-04-11,22
N92000002,Northern Ireland,nation,2020-04-10,20
N92000002,Northern Ireland,nation,2020-04-09,33
N92000002,Northern Ireland,nation,2020-04-08,32
N92000002,Northern Ireland,nation,2020-04-07,39
N92000002,Northern Ireland,nation,2020-04-06,42
N92000002,Northern Ireland,nation,2020-04-05,29
N92000002,Northern Ireland,nation,2020-04-04,41
N92000002,Northern Ireland,nation,2020-04-03,44
N92000002,Northern Ireland,nation,2020-04-02,44
N92000002,Northern Ireland,nation,2020-04-01,45
N92000002,Northern Ireland,nation,2020-03-31,43
N92000002,Northern Ireland,nation,2020-03-30,35
N92000002,Northern Ireland,nation,2020-03-29,34
N92000002,Northern Ireland,nation,2020-03-28,37
N92000002,Northern Ireland,nation,2020-03-27,30
N92000002,Northern Ireland,nation,2020-03-26,28
N92000002,Northern Ireland,nation,2020-03-25,29
N92000002,Northern Ireland,nation,2020-03-24,15
N92000002,Northern Ireland,nation,2020-03-23,18
N92000002,Northern Ireland,nation,2020-03-22,10
N92000002,Northern Ireland,nation,2020-03-21,15
N92000002,Northern Ireland,nation,2020-03-20,12
N92000002,Northern Ireland,nation,2020-03-19,5
N92000002,Northern Ireland,nation,2020-03-18,8
N92000002,Northern Ireland,nation,2020-03-17,5
N92000002,Northern Ireland,nation,2020-03-16,4
N92000002,Northern Ireland,nation,2020-03-15,1
N92000002,Northern Ireland,nation,2020-03-14,2
N92000002,Northern Ireland,nation,2020-03-13,2
N92000002,Northern Ireland,nation,2020-03-12,3
N92000002,Northern Ireland,nation,2020-03-11,4
N92000002,Northern Ireland,nation,2020-03-10,4
N92000002,Northern Ireland,nation,2020-03-09,1
N92000002,Northern Ireland,nation,2020-03-08,0
N92000002,Northern Ireland,nation,2020-03-07,0
N92000002,Northern Ireland,nation,2020-03-06,3
N92000002,Northern Ireland,nation,2020-03-05,1
N92000002,Northern Ireland,nation,2020-03-04,0
N92000002,Northern Ireland,nation,2020-03-03,0
N92000002,Northern Ireland,nation,2020-03-02,1
