date,cases
2021-09-29,2539
2021-09-28,2605
2021-09-27,2755
2021-09-26,1971
2021-09-25,1856
2021-09-24,2264
2021-09-23,2515
2021-09-22,2575
2021-09-21,2560
2021-09-20,2762
2021-09-19,2009
2021-09-18,1943
2021-09-17,2231
2021-09-16,2516
2021-09-15,2462
2021-09-14,2598
2021-09-13,2937
2021-09-12,2072
2021-09-11,2226
2021-09-10,2804
2021-09-09,3435
2021-09-08,3716
2021-09-07,3974
2021-09-06,4572
2021-09-05,3274
2021-09-04,3402
2021-09-03,4199
2021-09-02,4736
2021-09-01,5054
2021-08-31,5220
2021-08-30,3799
2021-08-29,2778
2021-08-28,3154
2021-08-27,4082
2021-08-26,4766
2021-08-25,5205
2021-08-24,5213
2021-08-23,5420
2021-08-22,3798
2021-08-21,3951
2021-08-20,4675
2021-08-19,5599
2021-08-18,6052
2021-08-17,5617
2021-08-16,5978
2021-08-15,4048
2021-08-14,4175
2021-08-13,5445
2021-08-12,6351
2021-08-11,7212
2021-08-10,6725
2021-08-09,6579
2021-08-08,4382
2021-08-07,4534
2021-08-06,5705
2021-08-05,7053
2021-08-04,7403
2021-08-03,6535
2021-08-02,6007
2021-08-01,4040
2021-07-31,3983
2021-07-30,4944
2021-07-29,5918
2021-07-28,6434
2021-07-27,5785
2021-07-26,5513
2021-07-25,3814
2021-07-24,4022
2021-07-23,5150
2021-07-22,6220
2021-07-21,7096
2021-07-20,8269
2021-07-19,9902
2021-07-18,7440
2021-07-17,8492
2021-07-16,13235
2021-07-15,15702
2021-07-14,13035
2021-07-13,10536
2021-07-12,8752
2021-07-11,5884
2021-07-10,5516
2021-07-09,6284
2021-07-08,6926
2021-07-07,8177
2021-07-06,7132
2021-07-05,6270
2021-07-04,4270
2021-07-03,4121
2021-07-02,4361
2021-07-01,4868
2021-06-30,4767
2021-06-29,4530
2021-06-28,4190
2021-06-27,2771
2021-06-26,2574
2021-06-25,2728
2021-06-24,3046
2021-06-23,3044
2021-06-22,2790
2021-06-21,2513
2021-06-20,1511
2021-06-19,1374
2021-06-18,1804
2021-06-17,2027
2021-06-16,2051
2021-06-15,1941
2021-06-14,1847
2021-06-13,1198
2021-06-12,1164
2021-06-11,1481
2021-06-10,1602
2021-06-09,1617
2021-06-08,1563
2021-06-07,1617
2021-06-06,1019
2021-06-05,915
2021-06-04,1231
2021-06-03,1300
2021-06-02,1271
2021-06-01,1082
2021-05-31,671
2021-05-30,517
2021-05-29,521
2021-05-28,588
2021-05-27,608
2021-05-26,639
2021-05-25,578
2021-05-24,495
2021-05-23,309
2021-05-22,312
2021-05-21,341
2021-05-20,358
2021-05-19,387
2021-05-18,419
2021-05-17,402
2021-05-16,258
2021-05-15,254
2021-05-14,285
2021-05-13,326
2021-05-12,371
2021-05-11,355
2021-05-10,453
2021-05-09,311
2021-05-08,259
2021-05-07,337
2021-05-06,350
2021-05-05,433
2021-05-04,381
2021-05-03,307
2021-05-02,198
2021-05-01,239
2021-04-30,327
2021-04-29,348
2021-04-28,369
2021-04-27,355
2021-04-26,445
2021-04-25,320
2021-04-24,244
2021-04-23,384
2021-04-22,392
2021-04-21,442
2021-04-20,452
2021-04-19,431
2021-04-18,351
2021-04-17,286
2021-04-16,370
2021-04-15,429
2021-04-14,419
2021-04-13,434
2021-04-12,449
2021-04-11,385
2021-04-10,385
2021-04-09,488
2021-04-08,547
2021-04-07,568
2021-04-06,559
2021-04-05,451
2021-04-04,343
2021-04-03,410
2021-04-02,427
2021-04-01,541
2021-03-31,557
2021-03-30,588
2021-03-29,619
2021-03-28,667
2021-03-27,585
2021-03-26,650
2021-03-25,797
2021-03-24,902
2021-03-23,858
2021-03-22,952
2021-03-21,745
2021-03-20,675
2021-03-19,802
2021-03-18,834
2021-03-17,874
2021-03-16,934
2021-03-15,1045
2021-03-14,710
2021-03-13,729
2021-03-12,865
2021-03-11,999
2021-03-10,1039
2021-03-09,1081
2021-03-08,1078
2021-03-07,753
2021-03-06,812
2021-03-05,958
2021-03-04,1037
2021-03-03,1165
2021-03-02,1187
2021-03-01,1173
2021-02-28,869
2021-02-27,927
2021-02-26,1191
2021-02-25,1396
2021-02-24,1572
2021-02-23,1771
2021-02-22,2066
2021-02-21,1423
2021-02-20,1418
2021-02-19,1869
2021-02-18,2108
2021-02-17,2084
2021-02-16,2311
2021-02-15,2494
2021-02-14,1578
2021-02-13,1585
2021-02-12,2175
2021-02-11,2311
2021-02-10,2401
2021-02-09,2547
2021-02-08,2745
2021-02-07,2140
2021-02-06,2203
2021-02-05,2789
2021-02-04,3215
2021-02-03,3603
2021-02-02,3562
2021-02-01,4021
2021-01-31,2877
2021-01-30,2983
2021-01-29,3781
2021-01-28,4359
2021-01-27,4535
2021-01-26,4865
2021-01-25,5386
2021-01-24,3113
2021-01-23,3941
2021-01-22,5326
2021-01-21,5804
2021-01-20,6266
2021-01-19,7292
2021-01-18,7839
2021-01-17,5469
2021-01-16,5825
2021-01-15,7316
2021-01-14,7673
2021-01-13,8355
2021-01-12,8730
2021-01-11,10300
2021-01-10,6767
2021-01-09,7279
2021-01-08,8551
2021-01-07,9501
2021-01-06,10819
2021-01-05,12271
2021-01-04,14417
2021-01-03,10760
2021-01-02,11195
2021-01-01,5659
2020-12-31,9642
2020-12-30,13179
2020-12-29,15287
2020-12-28,8266
2020-12-27,8777
2020-12-26,7275
2020-12-25,2448
2020-12-24,5628
2020-12-23,7866
2020-12-22,8478
2020-12-21,8853
2020-12-20,6113
2020-12-19,4501
2020-12-18,6458
2020-12-17,6311
2020-12-16,6414
2020-12-15,5757
2020-12-14,5356
2020-12-13,3227
2020-12-12,2835
2020-12-11,3412
2020-12-10,3336
2020-12-09,3129
2020-12-08,2925
2020-12-07,2819
2020-12-06,1850
2020-12-05,1792
2020-12-04,2069
2020-12-03,2097
2020-12-02,2252
2020-12-01,2241
2020-11-30,2495
2020-11-29,1481
2020-11-28,1615
2020-11-27,1999
2020-11-26,2154
2020-11-25,2312
2020-11-24,2396
2020-11-23,2745
2020-11-22,1670
2020-11-21,1761
2020-11-20,2542
2020-11-19,2627
2020-11-18,3128
2020-11-17,3411
2020-11-16,3929
2020-11-15,2460
2020-11-14,2844
2020-11-13,3823
2020-11-12,4121
2020-11-11,4516
2020-11-10,4509
2020-11-09,5256
2020-11-08,3476
2020-11-07,3144
2020-11-06,3895
2020-11-05,3945
2020-11-04,4035
2020-11-03,4136
2020-11-02,5144
2020-11-01,2470
2020-10-31,2776
2020-10-30,3623
2020-10-29,3758
2020-10-28,3958
2020-10-27,3954
2020-10-26,4298
2020-10-25,2440
2020-10-24,2521
2020-10-23,3271
2020-10-22,3646
2020-10-21,4012
2020-10-20,4049
2020-10-19,4102
2020-10-18,2185
2020-10-17,2253
2020-10-16,2589
2020-10-15,2747
2020-10-14,2916
2020-10-13,2626
2020-10-12,2812
2020-10-11,1604
2020-10-10,1660
2020-10-09,2146
2020-10-08,2417
2020-10-07,2433
2020-10-06,2356
2020-10-05,2188
2020-10-04,1493
2020-10-03,1440
2020-10-02,1753
2020-10-01,1725
2020-09-30,1646
2020-09-29,1381
2020-09-28,1451
2020-09-27,941
2020-09-26,916
2020-09-25,1111
2020-09-24,1218
2020-09-23,1122
2020-09-22,1063
2020-09-21,922
2020-09-20,892
2020-09-19,801
2020-09-18,859
2020-09-17,775
2020-09-16,756
2020-09-15,567
2020-09-14,618
2020-09-13,282
2020-09-12,419
2020-09-11,576
2020-09-10,661
2020-09-09,623
2020-09-08,635
2020-09-07,744
2020-09-06,402
2020-09-05,482
2020-09-04,596
2020-09-03,567
2020-09-02,586
2020-09-01,448
2020-08-31,267
2020-08-30,183
2020-08-29,222
2020-08-28,341
2020-08-27,300
2020-08-26,311
2020-08-25,283
2020-08-24,287
2020-08-23,155
2020-08-22,165
2020-08-21,257
2020-08-20,294
2020-08-19,282
2020-08-18,208
2020-08-17,286
2020-08-16,126
2020-08-15,154
2020-08-14,247
2020-08-13,252
2020-08-12,262
2020-08-11,268
2020-08-10,329
2020-08-09,111
2020-08-08,143
2020-08-07,183
2020-08-06,209
2020-08-05,200
2020-08-04,205
2020-08-03,199
2020-08-02,103
2020-08-01,97
2020-07-31,108
2020-07-30,180
2020-07-29,203
2020-07-28,157
2020-07-27,173
2020-07-26,112
2020-07-25,102
2020-07-24,142
2020-07-23,136
2020-07-22,146
2020-07-21,138
2020-07-20,145
2020-07-19,98
2020-07-18,106
2020-07-17,89
2020-07-16,124
2020-07-15,149
2020-07-14,136
2020-07-13,153
2020-07-12,84
2020-07-11,98
2020-07-10,85
2020-07-09,139
2020-07-08,145
2020-07-07,116
2020-07-06,118
2020-07-05,101
2020-07-04,78
2020-07-03,97
2020-07-02,110
2020-07-01,119
2020-06-30,114
2020-06-29,141
2020-06-28,85
2020-06-27,113
2020-06-26,115
2020-06-25,118
2020-06-24,130
2020-06-23,129
2020-06-22,147
2020-06-21,113
2020-06-20,117
2020-06-19,136
2020-06-18,170
2020-06-17,176
2020-06-16,179
2020-06-15,155
2020-06-14,139
2020-06-13,143
2020-06-12,178
2020-06-11,157
2020-06-10,199
2020-06-09,198
2020-06-08,153
2020-06-07,134
2020-06-06,140
2020-06-05,174
2020-06-04,168
2020-06-03,198
2020-06-02,223
2020-06-01,186
2020-05-31,143
2020-05-30,161
2020-05-29,222
2020-05-28,234
2020-05-27,264
2020-05-26,222
2020-05-25,211
2020-05-24,184
2020-05-23,235
2020-05-22,277
2020-05-21,343
2020-05-20,366
2020-05-19,382
2020-05-18,324
2020-05-17,244
2020-05-16,325
2020-05-15,328
2020-05-14,336
2020-05-13,420
2020-05-12,425
2020-05-11,436
2020-05-10,323
2020-05-09,256
2020-05-08,422
2020-05-07,424
2020-05-06,493
2020-05-05,453
2020-05-04,371
2020-05-03,375
2020-05-02,379
2020-05-01,639
2020-04-30,619
2020-04-29,759
2020-04-28,595
2020-04-27,587
2020-04-26,495
2020-04-25,523
2020-04-24,662
2020-04-23,664
2020-04-22,733
2020-04-21,604
2020-04-20,547
2020-04-19,561
2020-04-18,647
2020-04-17,574
2020-04-16,656
2020-04-15,630
2020-04-14,529
2020-04-13,493
2020-04-12,346
2020-04-11,426
2020-04-10,477
2020-04-09,527
2020-04-08,592
2020-04-07,566
2020-04-06,490
2020-04-05,296
2020-04-04,330
2020-04-03,386
2020-04-02,376
2020-04-01,379
2020-03-31,307
2020-03-30,265
2020-03-29,150
2020-03-28,163
2020-03-27,182
2020-03-26,187
2020-03-25,163
2020-03-24,165
2020-03-23,148
2020-03-22,95
2020-03-21,66
2020-03-20,84
2020-03-19,70
2020-03-18,83
2020-03-17,67
2020-03-16,35
2020-03-15,21
2020-03-14,26
2020-03-13,49
2020-03-12,77
2020-03-11,69
2020-03-10,26
2020-03-09,19
2020-03-08,12
2020-03-07,7
2020-03-06,18
2020-03-05,12
2020-03-04,10
2020-03-03,8
2020-03-02,7
2020-03-01,2
2020-02-29,1
2020-02-28,1
2020-02-27,2
2020-02-26,0
2020-02-25,1
2020-02-24,1
2020-02-23,0
2020-02-22,0
2020-02-21,1
2020-02-20,0
2020-02-19,0
2020-02-18,0
2020-02-17,0
2020-02-16,0
2020-02-15,0
2020-02-14,0
2020-02-13,0
2020-02-12,0
2020-02-11,2
2020-02-10,0
2020-02-09,0
2020-02-08,0
2020-02-07,0
2020-02-06,0
2020-02-05,0
2020-02-04,0
2020-02-03,2
2020-02-02,0
2020-02-01,0
2020-01-31,0
2020-01-30,0
